,engine_capacity,type,registration_year,gearbox,power,model,mileage,fuel,brand,damage,zipcode,insurance_price,price
56916,,limousine,1996,manual,90,golf,150000,,volkswagen,,72270,100.0,1228
23148,1.2,small car,2009,manual,69,ka,125000,gasoline,ford,0,50769,140.0,3321
60924,,limousine,04,auto,150,e_klasse,150000,diesel,mercedes_benz,0,89081,,5141
5643,2.0,limousine,2004,manual,116,corolla,150000,diesel,toyota,0,13355,160.0,3265
1653,1.8,limousine,2009,manual,125,focus,150000,gasoline,ford,1,50825,450.0,4550
95562,,bus,2012,,109,kangoo,90000,diesel,renault,0,13581,690.0,10874
1269,,convertible,93,manual,113,3er,125000,gasoline,bmw,0,51427,,7735
22282,2.0,station wagon,2002,manual,125,legacy,80000,gasoline,subaru,0,81927,160.0,2366
12226,,station wagon,90,manual,136,andere,150000,gasoline,mercedes_benz,0,10117,,1365
57601,,limousine,2007,auto,190,andere,125000,diesel,mercedes_benz,0,75196,1130.0,11829
79456,,coupé,2001,manual,300,911,125000,gasoline,porsche,1,23558,1350.0,9828
43506,,,2016,manual,60,golf,150000,,volkswagen,0,55126,20.0,910
82695,,limousine,2002,auto,150,3er,150000,diesel,bmw,0,21465,370.0,3548
5268,1.2,small car,2003,manual,48,ibiza,150000,gasoline,seat,0,19217,90.0,1547
11914,,small car,2002,manual,131,ibiza,150000,diesel,seat,0,85368,100.0,1638
66487,2.0,coupé,2008,manual,200,tt,150000,gasoline,audi,0,47228,800.0,13286
97949,,coupé,1997,manual,60,golf,150000,gasoline,volkswagen,0,63683,50.0,773
47557,1.8,limousine,2001,manual,120,laguna,150000,gasoline,renault,0,6618,80.0,773
17084,,other,1988,manual,0,601,5000,gasoline,trabant,,15517,330.0,9100
96566,2.0,station wagon,14,manual,224,a4,20000,gasoline,audi,0,85055,,34944
71189,1.6,,2016,manual,0,golf,150000,gasoline,volkswagen,0,35315,,1319
70675,1.6,limousine,1997,manual,101,a3,125000,gasoline,audi,0,85591,120.0,1183
67618,,coupé,2014,auto,326,m_reihe,30000,gasoline,bmw,0,88138,2150.0,37082
74548,,station wagon,2004,manual,150,3er,150000,diesel,bmw,,20359,230.0,2684
64654,2.7,station wagon,1998,manual,265,andere,150000,gasoline,audi,0,34212,210.0,4049
67346,2.0,bus,2003,manual,136,touran,150000,diesel,volkswagen,0,46282,230.0,3139
41839,1.2,,2016,manual,58,polo,150000,gasoline,volkswagen,,10245,40.0,2593
55994,,bus,2015,,150,andere,10000,,bmw,0,81739,1780.0,29119
3175,1.2,small car,2008,manual,75,clio,80000,gasoline,renault,0,9376,190.0,3731
5577,,bus,2004,manual,109,transporter,150000,diesel,volkswagen,0,85080,290.0,5278
25375,,small car,2006,manual,75,2_reihe,125000,gasoline,peugeot,0,74366,100.0,1820
30243,,,2016,,61,,150000,,smart,1,41334,180.0,1592
48528,,convertible,2001,manual,192,3er,150000,gasoline,bmw,0,48683,380.0,4095
95758,1.0,small car,2005,manual,60,corsa,150000,gasoline,opel,0,59075,150.0,1592
18124,,station wagon,2001,manual,0,focus,150000,diesel,ford,0,50739,240.0,3867
35295,,limousine,2003,auto,143,3er,150000,gasoline,bmw,0,28779,270.0,3821
9826,,other,1996,manual,75,astra,125000,gasoline,opel,,1723,50.0,910
61937,2.5,limousine,1988,manual,90,andere,150000,diesel,mercedes_benz,0,85368,130.0,2265
6403,,limousine,1999,manual,105,3er,150000,gasoline,bmw,0,45879,210.0,1729
62645,,limousine,2007,manual,143,1er,150000,diesel,bmw,0,32791,400.0,5096
18053,,,2016,manual,75,ibiza,100000,gasoline,seat,0,6406,,4095
77573,,small car,1999,manual,0,,150000,gasoline,ford,0,77704,,455
47983,,,2016,manual,136,focus,150000,,ford,0,8412,,910
7774,,small car,1998,manual,75,andere,150000,gasoline,toyota,1,80993,130.0,909
15018,2.7,coupé,2003,auto,167,andere,90000,gasoline,hyundai,0,60439,220.0,2728
45336,,small car,1992,manual,75,golf,90000,,volkswagen,0,22765,60.0,819
14404,,bus,2000,manual,151,transporter,150000,diesel,volkswagen,0,46569,710.0,8872
54974,1.6,limousine,2004,manual,105,astra,150000,,opel,0,73529,190.0,2821
86924,1.2,small car,2000,manual,80,punto,150000,gasoline,fiat,0,67063,70.0,1000
96544,2.0,station wagon,2001,auto,141,ptcruiser,125000,gasoline,chrysler,0,53229,80.0,1274
71640,,limousine,2010,manual,122,1er,125000,gasoline,bmw,0,30159,720.0,8099
61408,2.5,convertible,1998,auto,163,andere,150000,gasoline,chrysler,0,35510,170.0,2457
1615,1.8,limousine,2000,manual,116,astra,150000,gasoline,opel,0,76694,40.0,1365
74838,1.3,small car,2010,manual,101,yaris,20000,gasoline,toyota,0,66564,580.0,7077
51163,3.2,small car,1999,manual,0,,150000,gasoline,fiat,0,59581,70.0,910
85740,,small car,1996,manual,55,fiesta,5000,,ford,0,52499,80.0,546
42800,,bus,2001,manual,151,transporter,150000,diesel,volkswagen,0,70176,1300.0,11739
96218,2.2,bus,2002,auto,147,zafira,150000,gasoline,opel,0,10625,230.0,3003
6463,,station wagon,2002,manual,121,ptcruiser,150000,diesel,chrysler,1,63165,100.0,682
84498,3.0,limousine,2006,auto,232,q7,150000,diesel,audi,0,71069,1140.0,13649
21887,,limousine,2003,manual,116,c_klasse,150000,diesel,mercedes_benz,,63584,430.0,6370
78319,,convertible,2009,manual,170,1er,90000,gasoline,bmw,0,61231,930.0,14559
73860,,limousine,2012,manual,184,1er,80000,diesel,bmw,0,74635,800.0,15743
36405,,limousine,99,auto,116,andere,90000,gasoline,kia,0,33378,,637
36181,1.0,small car,2004,manual,50,arosa,125000,gasoline,seat,0,57518,120.0,2002
43331,,station wagon,1998,manual,150,3er,150000,gasoline,bmw,0,89278,70.0,1228
54209,4.0,small car,2008,manual,95,colt,50000,gasoline,mitsubishi,0,97616,270.0,3639
65614,,,2016,auto,150,x_reihe,10000,diesel,bmw,0,94333,,33943
12099,1.4,small car,2009,manual,73,c3,60000,gasoline,citroen,0,67098,200.0,3266
61311,,small car,2004,manual,75,ibiza,150000,gasoline,seat,,85055,40.0,1364
85422,,,2004,manual,124,andere,150000,gasoline,mazda,0,42289,260.0,3912
693,,limousine,2005,auto,177,andere,150000,diesel,renault,1,33803,190.0,1638
96512,,,2005,,0,polo,150000,,volkswagen,,93444,80.0,1456
61599,2.0,,2012,auto,140,tiguan,50000,diesel,volkswagen,0,57319,720.0,20657
25365,,limousine,2006,auto,77,andere,150000,,toyota,0,79110,140.0,3367
45466,,small car,2009,,54,seicento,100000,,fiat,0,10557,60.0,1810
66525,1.8,limousine,2007,manual,160,a3,125000,gasoline,audi,0,85134,590.0,7735
31353,,convertible,2008,manual,120,2_reihe,100000,gasoline,peugeot,0,23562,360.0,5186
11926,,,2000,manual,90,,150000,diesel,volkswagen,,26789,80.0,1319
3256,,station wagon,2007,manual,120,zafira,150000,diesel,opel,,77933,110.0,4095
51897,1.6,limousine,1997,manual,75,golf,150000,gasoline,volkswagen,0,33613,50.0,819
61238,,limousine,2009,manual,143,1er,90000,diesel,bmw,0,22607,590.0,10874
92612,,limousine,1999,manual,75,golf,150000,,volkswagen,0,96257,180.0,1592
29546,,,2016,auto,163,e_klasse,150000,,mercedes_benz,,23626,10.0,864
57336,,station wagon,2002,,163,c_klasse,150000,gasoline,mercedes_benz,0,64569,380.0,4322
92176,,coupé,1994,manual,125,calibra,150000,,opel,1,33034,,455
16105,,,2016,manual,0,punto,150000,diesel,fiat,,20539,,1274
25500,1.2,small car,03,manual,64,polo,125000,gasoline,volkswagen,1,68163,,2002
5995,,small car,1985,manual,116,andere,150000,gasoline,renault,0,46539,410.0,3549
26755,2.7,station wagon,2006,manual,179,a6,150000,diesel,audi,0,89601,820.0,8999
46292,,limousine,1991,auto,147,andere,150000,diesel,mercedes_benz,0,91448,350.0,3639
97102,,convertible,04,manual,135,3_reihe,70000,gasoline,peugeot,0,25541,,5915
14843,2.0,station wagon,2011,auto,170,passat,150000,diesel,volkswagen,0,54290,1140.0,15315
79707,8.0,limousine,2010,manual,105,polo,40000,gasoline,volkswagen,0,1591,720.0,8918
80649,2.0,station wagon,2006,manual,140,sharan,150000,diesel,volkswagen,0,29229,210.0,2912
64423,1.4,bus,2007,auto,140,touran,150000,gasoline,volkswagen,0,93458,510.0,6825
83142,1.8,convertible,2002,manual,150,tt,100000,gasoline,audi,0,51688,310.0,7279
2977,3.0,limousine,2011,auto,245,a6,150000,diesel,audi,0,45896,1740.0,23569
57140,2.0,station wagon,2006,manual,140,passat,150000,diesel,volkswagen,0,21077,200.0,3275
76031,,small car,1999,auto,90,corsa,80000,gasoline,opel,0,72149,110.0,1637
92110,,station wagon,2006,manual,0,1er,150000,,bmw,0,51469,1140.0,8918
13231,,limousine,2000,manual,110,3er,150000,gasoline,bmw,0,33332,180.0,2548
48299,,convertible,2003,manual,146,3er,150000,gasoline,bmw,,40227,440.0,4550
82511,1.9,limousine,2005,,105,golf,150000,diesel,volkswagen,,46149,260.0,4094
25017,1.8,convertible,2007,manual,125,tigra,50000,gasoline,opel,0,66663,310.0,5915
76004,,coupé,2010,manual,184,3er,50000,diesel,bmw,0,74731,1340.0,19383
91933,1.6,limousine,1997,manual,75,golf,150000,gasoline,volkswagen,0,75239,50.0,910
68669,,coupé,1975,,0,andere,100000,,chevrolet,0,31311,2440.0,15925
27536,,limousine,1992,manual,220,andere,150000,gasoline,mercedes_benz,0,65719,100.0,1456
57075,,limousine,2002,manual,133,andere,150000,diesel,peugeot,0,13403,280.0,2639
14855,,limousine,2010,manual,143,x_reihe,150000,diesel,bmw,0,46569,680.0,11375
61576,,coupé,91,manual,75,polo,150000,gasoline,volkswagen,0,4509,,1346
56823,,limousine,1997,auto,150,a4,150000,gasoline,audi,1,24819,,455
42966,,,2016,manual,130,ptcruiser,150000,gasoline,chrysler,,44575,,909
98040,,,2016,manual,75,polo,150000,,volkswagen,0,27632,,1091
90859,1.6,small car,2005,manual,116,cooper,125000,gasoline,mini,0,88630,480.0,6360
21703,1.3,small car,2007,manual,87,yaris,50000,gasoline,toyota,1,63263,370.0,4550
4476,,small car,1997,manual,74,a3,150000,gasoline,audi,,15378,90.0,1820
38517,1.5,small car,2006,manual,86,clio,100000,diesel,renault,0,22457,220.0,3903
62574,1.2,limousine,15,manual,110,golf,5000,gasoline,volkswagen,0,82049,,14559
86678,1.8,convertible,1997,manual,116,astra,150000,gasoline,opel,0,33334,60.0,1264
84725,2.0,limousine,2006,manual,150,x_reihe,150000,diesel,bmw,0,56299,520.0,8645
37070,1.0,,2016,manual,60,cuore,150000,,daihatsu,,46240,,618
9711,2.0,limousine,1995,manual,110,andere,150000,gasoline,volvo,,20144,,455
60711,,bus,2003,manual,101,meriva,100000,gasoline,opel,0,66571,230.0,3185
930,,coupé,1997,manual,150,3er,150000,gasoline,bmw,0,70469,100.0,1819
70282,,limousine,1999,auto,102,a_klasse,90000,gasoline,mercedes_benz,0,41462,70.0,627
36146,1.6,,2016,manual,105,zafira,5000,gasoline,opel,0,61231,,1228
57293,,bus,2012,manual,75,combo,150000,diesel,opel,1,4860,330.0,2639
50225,,coupé,93,manual,125,cr_reihe,150000,gasoline,honda,0,63486,,3822
31005,,limousine,2001,manual,143,3er,150000,gasoline,bmw,0,27711,360.0,3030
99684,1.7,bus,1998,manual,60,combo,150000,diesel,opel,0,6295,30.0,546
56494,,limousine,2003,manual,0,andere,150000,diesel,kia,,57413,50.0,1001
61124,,,2016,manual,130,primera,150000,gasoline,nissan,,67354,,546
72721,,small car,2002,manual,58,twingo,150000,,renault,,52525,70.0,910
75584,,station wagon,1999,manual,102,3er,150000,gasoline,bmw,1,54329,140.0,1365
69243,,station wagon,2011,manual,143,a4,125000,diesel,audi,0,53577,1060.0,13458
59591,,convertible,1994,auto,116,3er,150000,gasoline,bmw,0,23858,170.0,1683
33127,1.4,limousine,2008,manual,150,bravo,100000,gasoline,fiat,0,94139,280.0,5368
69437,1.4,bus,2000,manual,75,berlingo,150000,gasoline,citroen,0,79102,50.0,910
27296,,coupé,1992,manual,95,scirocco,125000,gasoline,volkswagen,0,52146,160.0,2002
24945,,station wagon,2011,manual,184,clubman,60000,gasoline,mini,0,32457,790.0,15697
88013,1.6,bus,2009,manual,109,berlingo,90000,gasoline,citroen,0,42109,290.0,4095
57984,1.6,limousine,2001,manual,101,vectra,125000,gasoline,opel,0,48431,150.0,1774
93047,3.0,,2004,manual,204,x_reihe,150000,diesel,bmw,0,75217,400.0,5096
72887,,small car,2000,auto,54,fortwo,125000,gasoline,smart,0,64409,30.0,1365
35437,1.8,limousine,2000,manual,150,passat,150000,,volkswagen,0,10367,120.0,2229
30943,,limousine,1999,manual,118,3er,150000,gasoline,bmw,0,57584,100.0,1638
93887,2.0,limousine,2000,manual,150,andere,150000,gasoline,saab,1,12681,140.0,864
91061,,small car,2004,manual,0,fiesta,125000,,ford,0,86156,100.0,2093
48568,2.2,station wagon,2002,manual,120,andere,150000,diesel,saab,0,22391,110.0,2866
80832,,limousine,1999,manual,101,focus,150000,gasoline,ford,0,27305,40.0,1183
32540,,convertible,2006,manual,218,crossfire,30000,gasoline,chrysler,0,50259,1030.0,21749
34376,2.0,limousine,1998,manual,128,avensis,125000,gasoline,toyota,0,10409,140.0,1810
76729,,,2000,manual,0,900,150000,gasoline,saab,,22525,40.0,728
71204,,small car,2005,manual,116,cooper,150000,gasoline,mini,0,47829,250.0,4504
47048,,station wagon,1999,manual,90,golf,150000,diesel,volkswagen,,97494,90.0,728
85288,1.2,small car,2003,manual,60,punto,125000,gasoline,fiat,0,67346,50.0,1364
22878,,,2000,manual,0,lupo,150000,gasoline,volkswagen,1,96199,100.0,773
94311,1.4,bus,2008,auto,122,golf,60000,gasoline,volkswagen,0,61440,420.0,8508
69988,,coupé,2005,auto,305,,80000,gasoline,mercedes_benz,0,21079,2020.0,17290
32299,1.4,limousine,09,manual,122,golf,70000,gasoline,volkswagen,0,90409,,9464
83336,1.9,station wagon,2006,manual,150,astra,150000,diesel,opel,0,51570,130.0,2366
26810,1.0,small car,2002,manual,58,agila,150000,gasoline,opel,0,53757,60.0,1255
9448,8.0,station wagon,2007,manual,88,modus,80000,gasoline,renault,,79585,190.0,3321
15989,,limousine,16,auto,163,e_klasse,150000,,mercedes_benz,,90443,,7234
71548,,limousine,1956,auto,0,,60000,gasoline,sonstige_autos,0,52062,2770.0,10829
14547,2.3,bus,2002,manual,146,galaxy,150000,gasoline,ford,,42551,170.0,2093
28744,1.4,limousine,2003,manual,75,golf,150000,gasoline,volkswagen,1,74211,160.0,900
7753,1.4,station wagon,2012,manual,140,astra,40000,gasoline,opel,0,1217,960.0,15460
59368,,station wagon,1999,auto,224,e_klasse,150000,gasoline,mercedes_benz,0,49448,150.0,1729
69758,1.8,convertible,2007,manual,125,tigra,80000,gasoline,opel,0,85368,470.0,6551
29057,3.0,limousine,2003,manual,220,a6,150000,gasoline,audi,0,66440,130.0,3639
51013,,station wagon,2015,manual,122,andere,5000,gasoline,mercedes_benz,0,85609,1640.0,27745
99719,,limousine,1999,manual,100,astra,150000,gasoline,opel,0,99734,170.0,1820
23324,1.2,small car,2009,manual,75,sandero,70000,gasoline,dacia,0,37539,200.0,3185
9625,,small car,2000,manual,0,,150000,gasoline,opel,,59387,40.0,637
64595,,coupé,2000,manual,193,clk,90000,gasoline,mercedes_benz,0,21481,280.0,5277
10449,,limousine,06,manual,140,passat,150000,diesel,volkswagen,,57439,,5915
40617,2.0,station wagon,2007,auto,140,a4,150000,diesel,audi,0,66839,590.0,7143
88510,1.3,limousine,2008,manual,95,colt,125000,gasoline,mitsubishi,0,91126,310.0,3913
5143,1.4,small car,1999,manual,75,clio,150000,gasoline,renault,0,56564,40.0,541
5800,,,2013,auto,0,golf,40000,,volkswagen,,83024,1020.0,19110
33692,2.0,bus,2007,manual,140,sharan,150000,diesel,volkswagen,0,1067,210.0,3266
45299,,bus,2012,auto,224,vito,150000,diesel,mercedes_benz,0,6366,940.0,23660
12275,2.5,station wagon,2002,auto,179,a4,150000,diesel,audi,0,46119,120.0,2174
18770,,limousine,2006,auto,116,a_klasse,80000,gasoline,mercedes_benz,0,26548,410.0,4540
37017,,limousine,2006,auto,230,vectra,150000,gasoline,opel,0,6493,380.0,7189
6718,1.9,limousine,2001,manual,131,passat,150000,diesel,volkswagen,0,72250,190.0,2720
1064,,limousine,1997,manual,125,passat,150000,,volkswagen,0,57074,80.0,1228
92269,2.0,station wagon,2009,manual,136,v70,150000,diesel,volvo,1,59557,870.0,5687
77733,,coupé,98,manual,150,3er,150000,gasoline,bmw,,47053,,2002
23353,,limousine,2009,manual,101,focus,60000,gasoline,ford,0,30625,610.0,8189
7929,1.9,limousine,2003,manual,68,golf,150000,diesel,volkswagen,0,58119,140.0,2138
30042,,small car,1990,manual,54,,150000,,volkswagen,,48529,60.0,591
54188,2.0,station wagon,2008,auto,110,focus,150000,diesel,ford,0,13353,340.0,6188
16537,2.0,limousine,2005,manual,140,jetta,150000,diesel,volkswagen,0,19057,380.0,6006
2911,,limousine,03,manual,125,vectra,150000,diesel,opel,0,65207,,2047
45511,2.0,station wagon,2015,manual,224,a4,20000,gasoline,audi,0,85122,2470.0,33215
74151,,,2016,manual,50,polo,150000,gasoline,volkswagen,,25436,,1182
27449,1.6,station wagon,2006,manual,105,astra,150000,gasoline,opel,0,29229,340.0,4186
55356,,limousine,2001,manual,105,golf,125000,gasoline,volkswagen,1,58256,230.0,2457
532,,bus,2003,manual,109,andere,150000,diesel,volkswagen,0,44147,350.0,4095
46316,,small car,2013,auto,71,fortwo,20000,gasoline,smart,0,21493,450.0,7007
6996,2.0,limousine,2007,manual,150,x_reihe,70000,diesel,bmw,0,77654,1650.0,14469
58522,1.2,small car,2005,manual,80,ypsilon,125000,gasoline,lancia,0,86169,220.0,2083
30859,,bus,1997,manual,116,transporter,150000,gasoline,volkswagen,0,31137,770.0,9009
72466,,limousine,1995,manual,102,3er,150000,gasoline,bmw,0,2977,50.0,819
83121,2.0,bus,2007,manual,170,touran,150000,diesel,volkswagen,0,71554,820.0,9600
2914,2.0,coupé,2009,auto,140,passat,125000,diesel,volkswagen,0,99837,1040.0,11830
59012,,small car,1999,manual,90,corsa,150000,gasoline,opel,0,41812,60.0,546
33948,,coupé,2013,auto,184,3er,40000,diesel,bmw,0,74363,1450.0,30029
54718,1.9,limousine,2006,manual,105,a3,150000,diesel,audi,0,41564,430.0,4959
1954,1.8,limousine,2003,auto,166,a4,125000,gasoline,audi,0,13059,280.0,5278
89531,,small car,2002,manual,75,corsa,80000,gasoline,opel,0,71522,160.0,2138
27028,,,2016,manual,150,e_klasse,150000,liquefied petroleum gas,mercedes_benz,,35708,,2730
55721,,limousine,2010,auto,231,e_klasse,150000,diesel,mercedes_benz,0,63450,1050.0,18109
22467,,station wagon,2009,auto,231,e_klasse,50000,diesel,mercedes_benz,0,99510,2120.0,31850
35895,,station wagon,1999,manual,90,octavia,150000,diesel,skoda,0,38170,170.0,1728
93406,,station wagon,2008,manual,102,a4,150000,gasoline,audi,0,1855,410.0,5005
45372,,coupé,2004,manual,122,c_klasse,150000,diesel,mercedes_benz,1,50769,210.0,2447
96896,1.4,limousine,2012,manual,122,golf,40000,gasoline,volkswagen,0,76571,1370.0,12148
77735,,coupé,15,auto,143,andere,20000,diesel,bmw,0,66629,,524
86841,,station wagon,2003,manual,150,3er,150000,diesel,bmw,0,91361,200.0,3235
68510,,small car,2000,manual,75,corsa,150000,gasoline,opel,0,90552,90.0,1410
96568,,,2001,auto,160,pajero,150000,diesel,mitsubishi,1,58638,390.0,2275
38031,,bus,2003,manual,131,transporter,150000,diesel,volkswagen,,73450,1100.0,13640
49394,,limousine,2007,manual,265,andere,150000,gasoline,audi,0,95180,460.0,12739
63228,1.9,station wagon,2003,manual,101,passat,150000,diesel,volkswagen,0,52072,240.0,2548
78462,,bus,04,manual,120,c_max,150000,gasoline,ford,0,64646,,2174
58291,,limousine,2004,auto,150,c_klasse,80000,diesel,mercedes_benz,0,84032,630.0,10009
79480,,small car,2008,auto,71,fortwo,60000,gasoline,smart,0,65195,320.0,4095
66023,1.4,small car,1998,manual,75,golf,150000,,volkswagen,,87727,60.0,1092
96858,2.5,station wagon,1998,manual,150,a4,150000,diesel,audi,0,31020,70.0,632
14118,1.2,small car,2005,manual,54,fabia,150000,gasoline,skoda,0,96515,140.0,2002
30327,1.0,small car,2001,manual,58,corsa,100000,gasoline,opel,0,22926,190.0,1820
57777,1.3,small car,1999,manual,86,andere,125000,gasoline,suzuki,0,13507,110.0,910
45759,,bus,2008,manual,174,transporter,125000,diesel,volkswagen,0,83026,1930.0,22704
14913,1.2,small car,2003,manual,75,corsa,150000,gasoline,opel,0,87748,100.0,1911
4271,,,2005,manual,150,a3,100000,gasoline,audi,0,76344,550.0,6087
74958,,small car,1997,manual,0,3_reihe,150000,gasoline,mazda,0,99734,50.0,909
59664,1.2,bus,13,manual,86,roomster,30000,gasoline,skoda,0,21379,,11739
62620,,,2016,manual,125,c_klasse,150000,diesel,mercedes_benz,1,90542,30.0,637
68891,,coupé,2001,auto,197,clk,5000,gasoline,mercedes_benz,,10781,150.0,1774
69288,,,2016,auto,265,1er,100000,gasoline,bmw,,82008,,14514
92705,2.0,station wagon,05,,0,passat,150000,diesel,volkswagen,,36039,,2366
31861,,limousine,2014,manual,95,1er,20000,diesel,bmw,0,47228,1330.0,19009
97346,,other,2001,manual,109,andere,150000,diesel,volkswagen,0,10827,90.0,2002
80456,,limousine,1997,auto,170,5er,150000,gasoline,bmw,0,86368,50.0,1355
12046,,convertible,2005,manual,143,3er,70000,gasoline,bmw,0,9128,620.0,11375
91055,,limousine,08,manual,170,c_klasse,125000,diesel,mercedes_benz,0,45888,,10829
24455,,convertible,1997,,116,3er,150000,gasoline,bmw,0,30851,210.0,3184
67209,1.6,,2005,manual,105,3_reihe,60000,gasoline,mazda,1,61350,530.0,3822
19045,2.2,bus,2006,manual,150,viano,125000,diesel,mercedes_benz,0,22045,1080.0,12285
38927,,coupé,1995,auto,130,900,150000,gasoline,saab,0,75173,100.0,864
46162,,small car,1995,auto,75,golf,150000,gasoline,volkswagen,0,97070,80.0,1082
2675,,bus,1996,manual,102,transporter,150000,diesel,volkswagen,0,22045,340.0,4913
